Seção	Divisão	Grupo	Classe	Subclasse 2.3	Denominação	Até 200 m2	De 200 m2 a 400 m2	acima de 400 m2
				1413-4/01	Confecção de roupas profissionais, exceto sob medida	Baixo	Médio	Alto
				1413-4/02	Confecção, sob medida, de roupas profissionais	Baixo	Médio	Alto
				1413-4/03	Facção de roupas profissionais	Baixo	Médio	Alto
			14.14-2		Fabricação de acessórios do vestuário, exceto para segurança e proteção			
				1414-2/00	Fabricação de acessórios do vestuário, exceto para segurança e proteção	Médio	Alto	Alto
		14.2			Fabricação de artigos de malharia e tricotagem			
			14.21-5		Fabricação de meias			
				1421-5/00	Fabricação de meias	Médio	Alto	Alto
			14.22-3		Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias			
				1422-3/00	Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias	Médio	Alto	Alto
	15				PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS			
		15.1			Curtimento e outras preparações de couro			
			15.10-6		Curtimento e outras preparações de couro			
				1510-6/00	Curtimento e outras preparações de couro	Baixo	Médio	Alto
		15.2			Fabricação de artigos para viagem e de artefatos diversos de couro			
			15.21-1		Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material			
				1521-1/00	Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material	Médio	Alto	Alto
			15.29-7		Fabricação de artefatos de couro não especificados anteriormente			
				1529-7/00	Fabricação de artefatos de couro não especificados anteriormente	Médio	Alto	Alto
		15.3			Fabricação de calçados			
			15.31-9		Fabricação de calçados de couro			
				1531-9/01	Fabricação de calçados de couro	Médio	Alto	Alto
				1531-9/02	Acabamento de calçados de couro sob contrato	Baixo	Médio	Alto
			15.32-7		Fabricação de tênis de qualquer material			
				1532-7/00	Fabricação de tênis de qualquer material	Médio	Alto	Alto
			15.33-5		Fabricação de calçados de material sintético			
				1533-5/00	Fabricação de calçados de material sintético	Médio	Alto	Alto
			15.39-4		Fabricação de calçados de materiais não especificados anteriormente			
				1539-4/00	Fabricação de calçados de materiais não especificados anteriormente	Médio	Alto	Alto
		15.4			Fabricação de partes para calçados, de qualquer material			
			15.40-8		Fabricação de partes para calçados, de qualquer material			
				1540-8/00	Fabricação de partes para calçados, de qualquer material	Médio	Alto	Alto
	16				FABRICAÇÃO DE PRODUTOS DE MADEIRA			
		16.1			Desdobramento de madeira			
			16.10-2		Desdobramento de madeira			
								
								
				1610-2/03	Serrarias com desdobramento de madeira em bruto	Baixo	Médio	Alto
				1610-2/04	Serrarias sem desdobramento de madeira em bruto - Resseragem	Baixo	Médio	Alto
				1610-2/05	Serviço de tratamento de madeira realizado sob contrato	Médio	Médio	Alto
		16.2			Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis			
			16.21-8		Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada			
				1621-8/00	Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada	Médio	Alto	Alto
			16.22-6		Fabricação de estruturas de madeira e de artigos de carpintaria para construção			
				1622-6/01	Fabricação de casas de madeira pré-fabricadas	Médio	Alto	Alto
				1622-6/02	Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais	Médio	Alto	Alto
				1622-6/99	Fabricação de outros artigos de carpintaria para construção	Médio	Alto	Alto
			16.23-4		Fabricação de artefatos de tanoaria e de embalagens de madeira			
				1623-4/00	Fabricação de artefatos de tanoaria e de embalagens de madeira	Médio	Alto	Alto
			16.29-3		Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis			
				1629-3/01	Fabricação de artefatos diversos de madeira, exceto móveis	Médio	Alto	Alto
				1629-3/02	Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis	Médio	Alto	Alto
	17				FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL			
		17.1			Fabricação de celulose e outras pastas para a fabricação de papel			
			17.10-9		Fabricação de celulose e outras pastas para a fabricação de papel			
				1710-9/00	Fabricação de celulose e outras pastas para a fabricação de papel	Alto	Alto	Alto
		17.2			Fabricação de papel, cartolina e papel-cartão			
			17.21-4		Fabricação de papel			
				1721-4/00	Fabricação de papel	Médio	Alto	Alto
			17.22-2		Fabricação de cartolina e papel-cartão			
				1722-2/00	Fabricação de cartolina e papel-cartão	Médio	Alto	Alto
		17.3			Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado			
			17.31-1		Fabricação de embalagens de papel			
				1731-1/00	Fabricação de embalagens de papel	Médio	Alto	Alto
			17.32-0		Fabricação de embalagens de cartolina e papel-cartão			
				1732-0/00	Fabricação de embalagens de cartolina e papel-cartão	Médio	Alto	Alto
			17.33-8		Fabricação de chapas e de embalagens de papelão ondulado			
				1733-8/00	Fabricação de chapas e de embalagens de papelão ondulado	Médio	Alto	Alto
		17.4			Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado			
			17.41-9		Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório			
				1741-9/01	Fabricação de formulários contínuos	Médio	Alto	Alto
				1741-9/02	Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório	Médio	Alto	Alto
			17.42-7		Fabricação de produtos de papel para usos doméstico e higiênico-sanitário			
				1742-7/01	Fabricação de fraldas descartáveis	Médio	Alto	Alto
				1742-7/02	Fabricação de absorventes higiênicos	Médio	Alto	Alto
				1742-7/99	Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente	Médio	Alto	Alto
			17.49-4		Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente			
				1749-4/00	Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente	Médio	Alto	Alto
	18				IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES			
		18.1			Atividade de impressão			
			18.11-3		Impressão de jornais, livros, revistas e outras publicações periódicas			
				1811-3/01	Impressão de jornais	Baixo	Médio	Alto
				1811-3/02	Impressão de livros, revistas e outras publicações periódicas	Baixo	Médio	Alto
			18.12-1		Impressão de material de segurança			
				1812-1/00	Impressão de material de segurança	Baixo	Médio	Alto
			18.13-0		Impressão de materiais para outros usos			
				1813-0/01	Impressão de material para uso publicitário	Baixo	Médio	Alto
				1813-0/99	Impressão de material para outros usos	Baixo	Médio	Alto
		18.2			Serviços de pré-impressão e acabamentos gráficos			
			18.21-1		Serviços de pré-impressão			
				1821-1/00	Serviços de pré-impressão	Baixo	Médio	Alto
			18.22-9		Serviços de acabamentos gráficos			
				1822-9/01	Serviços de encadernação e plastificação	Baixo	Médio	Alto
				1822-9/99	Serviços de acabamentos gráficos, exceto encadernação e plastificação	Baixo	Médio	Alto
		18.3			Reprodução de materiais gravados em qualquer suporte			
			18.30-0		Reprodução de materiais gravados em qualquer suporte			
				1830-0/01	Reprodução de som em qualquer suporte	Baixo	Médio	Alto
				1830-0/02	Reprodução de vídeo em qualquer suporte	Baixo	Médio	Alto
				1830-0/03	Reprodução de software em qualquer suporte	Baixo	Médio	Alto
	19				FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS			
		19.1			Coquerias			
			19.10-1		Coquerias			
				1910-1/00	Coquerias	Alto	Alto	Alto
		19.2			Fabricação de produtos derivados do petróleo			
			19.21-7		Fabricação de produtos do refino de petróleo			
				1921-7/00	Fabricação de produtos do refino de petróleo	Alto	Alto	Alto
			19.22-5		Fabricação de produtos derivados do petróleo, exceto produtos do refino			
				1922-5/01	Formulação de combustíveis	Alto	Alto	Alto
				1922-5/02	Rerrefino de óleos lubrificantes	Alto	Alto	Alto
				1922-5/99	Fabricação de outros produtos derivados do petróleo, exceto produtos do refino	Alto	Alto	Alto
		19.3			Fabricação de biocombustíveis			
			19.31-4		Fabricação de álcool			
				1931-4/00	Fabricação de álcool	Alto	Alto	Alto
			19.32-2		Fabricação de biocombustíveis, exceto álcool			
				1932-2/00	Fabricação de biocombustíveis, exceto álcool	Alto	Alto	Alto
	20				FABRICAÇÃO DE PRODUTOS QUÍMICOS			
		20.1			Fabricação de produtos químicos inorgânicos			
			20.11-8		Fabricação de cloro e álcalis			
				2011-8/00	Fabricação de cloro e álcalis	Alto	Alto	Alto
			20.12-6		Fabricação de intermediários para fertilizantes			
				2012-6/00	Fabricação de intermediários para fertilizantes	Alto	Alto	Alto
			20.13-4		Fabricação de adubos e fertilizantes			
				2013-4/01	Fabricação de adubos e fertilizantes organo-minerais	Alto	Alto	Alto
				2013-4/02	Fabricação de adubos e fertilizantes, exceto organo-minerais	Alto	Alto	Alto
			20.14-2		Fabricação de gases industriais			
				2014-2/00	Fabricação de gases industriais	Alto	Alto	Alto
			20.19-3		Fabricação de produtos químicos inorgânicos não especificados anteriormente			
				2019-3/01	Elaboração de combustíveis nucleares	Alto	Alto	Alto
				2019-3/99	Fabricação de outros produtos químicos inorgânicos não especificados anteriormente	Alto	Alto	Alto
		20.2			Fabricação de produtos químicos orgânicos			
			20.21-5		Fabricação de produtos petroquímicos básicos			
				2021-5/00	Fabricação de produtos petroquímicos básicos	Alto	Alto	Alto
			20.22-3		Fabricação de intermediários para plastificantes, resinas e fibras			
				2022-3/00	Fabricação de intermediários para plastificantes, resinas e fibras	Alto	Alto	Alto
			20.29-1		Fabricação de produtos químicos orgânicos não especificados anteriormente			
				2029-1/00	Fabricação de produtos químicos orgânicos não especificados anteriormente	Alto	Alto	Alto
		20.3			Fabricação de resinas e elastômeros			
			20.31-2		Fabricação de resinas termoplásticas			
				2031-2/00	Fabricação de resinas termoplásticas	Alto	Alto	Alto
			20.32-1		Fabricação de resinas termofixas			
				2032-1/00	Fabricação de resinas termofixas	Alto	Alto	Alto
			20.33-9		Fabricação de elastômeros			
				2033-9/00	Fabricação de elastômeros	Alto	Alto	Alto
		20.4			Fabricação de fibras artificiais e sintéticas			
			20.40-1		Fabricação de fibras artificiais e sintéticas			
				2040-1/00	Fabricação de fibras artificiais e sintéticas	Alto	Alto	Alto
		20.5			Fabricação de defensivos agrícolas e desinfestantes domissanitários			
			20.51-7		Fabricação de defensivos agrícolas			
				2051-7/00	Fabricação de defensivos agrícolas	Alto	Alto	Alto
			20.52-5		Fabricação de desinfestantes domissanitários			
				2052-5/00	Fabricação de desinfestantes domissanitários	Alto	Alto	Alto
		20.6			Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal			
			20.61-4		Fabricação de sabões e detergentes sintéticos			
				2061-4/00	Fabricação de sabões e detergentes sintéticos	Alto	Alto	Alto
			20.62-2		Fabricação de produtos de limpeza e polimento			
				2062-2/00	Fabricação de produtos de limpeza e polimento	Alto	Alto	Alto
			20.63-1		Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal			
				2063-1/00	Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal	Alto	Alto	Alto
		20.7			Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins			
			20.71-1		Fabricação de tintas, vernizes, esmaltes e lacas			
				2071-1/00	Fabricação de tintas, vernizes, esmaltes e lacas	Alto	Alto	Alto
			20.72-0		Fabricação de tintas de impressão			
				2072-0/00	Fabricação de tintas de impressão	Alto	Alto	Alto
			20.73-8		Fabricação de impermeabilizantes, solventes e produtos afins			
				2073-8/00	Fabricação de impermeabilizantes, solventes e produtos afins	Alto	Alto	Alto
		20.9			Fabricação de produtos e preparados químicos diversos			
			20.91-6		Fabricação de adesivos e selantes			
				2091-6/00	Fabricação de adesivos e selantes	Alto	Alto	Alto
			20.92-4		Fabricação de explosivos			
				2092-4/01	Fabricação de pólvoras, explosivos e detonantes	Alto	Alto	Alto
				2092-4/02	Fabricação de artigos pirotécnicos	Alto	Alto	Alto
				2092-4/03	Fabricação de fósforos de segurança	Alto	Alto	Alto
			20.93-2		Fabricação de aditivos de uso industrial			
				2093-2/00	Fabricação de aditivos de uso industrial	Alto	Alto	Alto
			20.94-1		Fabricação de catalisadores			
				2094-1/00	Fabricação de catalisadores	Alto	Alto	Alto
			20.99-1		Fabricação de produtos químicos não especificados anteriormente			
				2099-1/01	Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia	Alto	Alto	Alto
				2099-1/99	Fabricação de outros produtos químicos não especificados anteriormente	Alto	Alto	Alto
	21				FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS			
		21.1			Fabricação de produtos farmoquímicos			
			21.10-6		Fabricação de produtos farmoquímicos			
				2110-6/00	Fabricação de produtos farmoquímicos	Médio	Alto	Alto
		21.2			Fabricação de produtos farmacêuticos			
			21.21-1		Fabricação de medicamentos para uso humano			
				2121-1/01	Fabricação de medicamentos alopáticos para uso humano	Médio	Alto	Alto
				2121-1/02	Fabricação de medicamentos homeopáticos para uso humano	Médio	Alto	Alto
				2121-1/03	Fabricação de medicamentos fitoterápicos para uso humano	Médio	Alto	Alto
			21.22-0		Fabricação de medicamentos para uso veterinário			
				2122-0/00	Fabricação de medicamentos para uso veterinário	Médio	Alto	Alto
			21.23-8		Fabricação de preparações farmacêuticas			
				2123-8/00	Fabricação de preparações farmacêuticas	Médio	Alto	Alto
	22				FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO			
		22.1			Fabricação de produtos de borracha			
			22.11-1		Fabricação de pneumáticos e de câmaras-de-ar			
				2211-1/00	Fabricação de pneumáticos e de câmaras-de-ar	Médio	Alto	Alto
			22.12-9		Reforma de pneumáticos usados			
				2212-9/00	Reforma de pneumáticos usados	Médio	Médio	Alto
			22.19-6		Fabricação de artefatos de borracha não especificados anteriormente			
				2219-6/00	Fabricação de artefatos de borracha não especificados  anteriormente	Médio	Alto	Alto
		22.2			Fabricação de produtos de material plástico			
			22.21-8		Fabricação de laminados planos e tubulares de material plástico			
				2221-8/00	Fabricação de laminados planos e tubulares de material plástico	Médio	Alto	Alto
			22.22-6		Fabricação de embalagens de material plástico	Médio	Alto	Alto
				2222-6/00	Fabricação de embalagens de material plástico	Médio	Alto	Alto
			22.23-4		Fabricação de tubos e acessórios de material plástico para uso na construção			
				2223-4/00	Fabricação de tubos e acessórios de material plástico para uso na construção	Médio	Alto	Alto
			22.29-3		Fabricação de artefatos de material plástico não especificados anteriormente			
				2229-3/01	Fabricação de artefatos de material plástico para uso pessoal e doméstico	Médio	Alto	Alto
				2229-3/02	Fabricação de artefatos de material plástico para usos industriais	Médio	Alto	Alto
				2229-3/03	Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios	Médio	Alto	Alto
