codigo	divisao	denominacao	ate100	100a200	200a400	acima400	usoate100	uso100a200	uso200a400	usoacima400
08.99-1-99	EXTRAÇÃO DE MINERAIS NÃO METÁLICOS	Extração de outros minerais não metálicos não especificados anteriormente	Alto	Alto	Alto	Alto	CSMV	CSMV	CSMV	CSMV
09.10-6-00	ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS	Atividades de apoio à extração de petróleo e gás natural	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
09.90-4-01	ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS	Atividades de apoio à extração de minério de ferro	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
09.90-4-02	ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS	Atividades de apoio à extração de minerais metálicos não ferrosos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
09.90-4-03	ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS	Atividades de apoio à extração de minerais não metálicos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
10.11-2-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Frigorífico - abate de bovinos	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.11-2-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Frigorífico - abate de equinos	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.11-2-03	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Frigorífico - abate de ovinos e caprinos	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.11-2-04	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Frigorífico - abate de bufalinos	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.11-2-05	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Matadouro - abate de reses sob contrato, exceto abate de suínos	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.12-1-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Abate de aves	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.12-1-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Abate de pequenos animais	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.12-1-03	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Frigorífico - abate de suínos	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.12-1-04	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Matadouro - abate de suínos sob contrato	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.99-6-04	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de gelo comum	Alto	Alto	Alto	Alto	I4	I4	I4	I4
10.13-9-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de produtos de carne	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.20-1-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Preservação de peixes, crustáceos e moluscos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.20-1-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de conservas de peixes, crustáceos e moluscos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.31-7-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de conservas de frutas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.32-5-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de conservas de palmito	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.32-5-99	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de conservas de legumes e outros vegetais, exceto palmito	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.33-3-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de sucos concentrados de frutas, hortaliças e legumes	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.33-3-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.41-4-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de óleos vegetais em bruto, exceto óleo de milho	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.42-2-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de óleos vegetais refinados, exceto óleo de milho	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.43-1-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.52-0-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de laticínios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.53-8-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de sorvetes e outros gelados comestíveis	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.61-9-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de produtos do arroz	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.63-5-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de farinha de mandioca e derivados	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.64-3-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de farinha de milho e derivados, exceto óleos de milho	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.65-1-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de amidos e féculas de vegetais	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.65-1-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de óleo de milho em bruto	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.65-1-03	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de óleo de milho refinado	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.66-0-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de alimentos para animais	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.71-6-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de açúcar em bruto	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.72-4-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de açúcar de cana refinado	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.72-4-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de açúcar de cereais (dextrose) e de beterraba	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.82-1-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de produtos à base de café	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.91-1-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de produtos de panificação industrial	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.91-1-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de produtos de padaria e confeitaria com predominância de produção própria	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.92-9-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de biscoitos e bolachas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.93-7-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de produtos derivados do cacau e de chocolates	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.93-7-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de frutas cristalizadas, balas e semelhantes	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.94-5-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de massas alimentícias	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.95-3-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de especiarias, molhos, temperos e condimentos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.96-1-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de alimentos e pratos prontos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.99-6-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de vinagres	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.99-6-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de pós-alimentícios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.99-6-03	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de fermentos e leveduras	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.99-6-05	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de produtos para infusão (chá, mate, etc.)	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.99-6-06	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de adoçantes naturais e artificiais	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.99-6-07	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de alimentos dietéticos e complementos alimentares	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.99-6-99	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Fabricação de outros produtos alimentícios não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
10.13-9-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Preparação de subprodutos do abate	Médio	Médio	Médio	Alto	I1	I2	I2	I3
10.51-1-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Preparação do leite	Médio	Médio	Médio	Alto	I1	I2	I2	I3
10.61-9-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Beneficiamento de arroz	Médio	Médio	Médio	Alto	I1	I2	I2	I3
10.62-7-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Moagem de trigo e fabricação de derivados	Médio	Médio	Médio	Alto	I1	I2	I2	I3
10.69-4-00	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Moagem e fabricação de produtos de origem vegetal não especificados anteriormente	Médio	Médio	Médio	Alto	I1	I2	I2	I3
10.81-3-01	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Beneficiamento de café	Médio	Médio	Médio	Alto	I1	I2	I2	I3
10.81-3-02	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS	Torrefação e moagem de café	Médio	Médio	Médio	Alto	I1	I2	I2	I3
11.11-9-01	FABRICAÇÃO DE BEBIDAS	Fabricação de aguardente de cana-de-açúcar	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.11-9-02	FABRICAÇÃO DE BEBIDAS	Fabricação de outras aguardentes e bebidas destiladas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.12-7-00	FABRICAÇÃO DE BEBIDAS	Fabricação de vinho	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.13-5-01	FABRICAÇÃO DE BEBIDAS	Fabricação de malte, inclusive malte uísque	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.13-5-02	FABRICAÇÃO DE BEBIDAS	Fabricação de cervejas e chopes	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.21-6-00	FABRICAÇÃO DE BEBIDAS	Fabricação de águas envasadas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.22-4-01	FABRICAÇÃO DE BEBIDAS	Fabricação de refrigerantes	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.22-4-02	FABRICAÇÃO DE BEBIDAS	Fabricação de chá mate e outros chás prontos para consumo	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.22-4-03	FABRICAÇÃO DE BEBIDAS	Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.22-4-04	FABRICAÇÃO DE BEBIDAS	Fabricação de bebidas isotônicas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
11.22-4-99	FABRICAÇÃO DE BEBIDAS	Fabricação de outras bebidas não alcoólicas não especificadas anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
12.10-7-00	FABRICAÇÃO DE PRODUTOS DO FUMO	Processamento industrial do fumo	Alto	Alto	Alto	Alto	I1	I2	I2	I3
12.20-4-01	FABRICAÇÃO DE PRODUTOS DO FUMO	Fabricação de cigarros	Médio	Médio	Alto	Alto	I1	I2	I2	I3
12.20-4-02	FABRICAÇÃO DE PRODUTOS DO FUMO	Fabricação de cigarrilhas e charutos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
12.20-4-03	FABRICAÇÃO DE PRODUTOS DO FUMO	Fabricação de filtros para cigarros	Médio	Médio	Alto	Alto	I1	I2	I2	I3
12.20-4-99	FABRICAÇÃO DE PRODUTOS DO FUMO	Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
13.11-1-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Preparação e fiação de fibras de algodão	Baixo	Baixo	Alto	Alto	I1	I2	I2	I3
13.12-0-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Preparação e fiação de fibras têxteis naturais, exceto algodão	Baixo	Baixo	Alto	Alto	I1	I2	I2	I3
13.40-5-01	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário	Baixo	Baixo	Alto	Alto	I1	I2	I2	I3
13.40-5-02	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário	Baixo	Baixo	Alto	Alto	I1	I2	I2	I3
13.13-8-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Fiação de fibras artificiais e sintéticas	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
13.21-9-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Tecelagem de fios de algodão	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
13.22-7-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Tecelagem de fios de fibras têxteis naturais, exceto algodão	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
13.23-5-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Tecelagem de fios de fibras artificiais e sintéticas	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
13.40-5-99	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
13.14-6-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Fabricação de linhas para costurar e bordar	Médio	Médio	Alto	Alto	I1	I2	I2	I3
13.30-8-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Fabricação de tecidos de malha	Médio	Médio	Alto	Alto	I1	I2	I2	I3
13.51-1-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Fabricação de artefatos têxteis para uso doméstico	Médio	Médio	Alto	Alto	I1	I2	I2	I3
13.52-9-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Fabricação de artefatos de tapeçaria	Médio	Médio	Alto	Alto	I1	I2	I2	I3
13.53-7-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Fabricação de artefatos de cordoaria	Médio	Médio	Alto	Alto	I1	I2	I2	I3
13.54-5-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Fabricação de tecidos especiais, inclusive artefatos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
13.59-6-00	FABRICAÇÃO DE PRODUTOS TÊXTEIS	Fabricação de outros produtos têxteis não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
14.11-8-01	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Confecção de roupas íntimas	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
14.11-8-02	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Facção de roupas íntimas	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
14.12-6-01	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
14.12-6-02	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Confecção, sob medida, de peças do vestuário, exceto roupas íntimas	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
14.12-6-03	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Facção de peças do vestuário, exceto roupas íntimas	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
14.13-4-01	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Confecção de roupas profissionais, exceto sob medida	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
14.13-4-02	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Confecção, sob medida, de roupas profissionais	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
14.13-4-03	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Facção de roupas profissionais	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
14.14-2-00	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Fabricação de acessórios do vestuário, exceto para segurança e proteção	Médio	Médio	Alto	Alto	I1	I2	I2	I3
14.21-5-00	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Fabricação de meias	Médio	Médio	Alto	Alto	I1	I2	I2	I3
14.22-3-00	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS	Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias	Médio	Médio	Alto	Alto	I1	I2	I2	I3
15.10-6-00	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Curtimento e outras preparações de couro	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
15.31-9-02	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Acabamento de calçados de couro sob contrato	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
15.21-1-00	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material	Médio	Médio	Alto	Alto	I1	I2	I2	I3
15.29-7-00	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Fabricação de artefatos de couro não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
15.31-9-01	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Fabricação de calçados de couro	Médio	Médio	Alto	Alto	I1	I2	I2	I3
15.32-7-00	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Fabricação de tênis de qualquer material	Médio	Médio	Alto	Alto	I1	I2	I2	I3
15.33-5-00	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Fabricação de calçados de material sintético	Médio	Médio	Alto	Alto	I1	I2	I2	I3
15.39-4-00	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Fabricação de calçados de materiais não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
15.40-8-00	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS	Fabricação de partes para calçados, de qualquer material	Médio	Médio	Alto	Alto	I1	I2	I2	I3
16.10-2-03	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Serrarias com desdobramento de madeira em bruto	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
16.10-2-04	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Serrarias sem desdobramento de madeira em bruto - Resseragem	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
16.10-2-05	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Serviço de tratamento de madeira realizado sob contrato	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
16.21-8-00	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada	Médio	Médio	Alto	Alto	I1	I2	I2	I3
16.22-6-01	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Fabricação de casas de madeira pré-fabricadas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
16.22-6-02	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais	Médio	Médio	Alto	Alto	I1	I2	I2	I3
16.22-6-99	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Fabricação de outros artigos de carpintaria para construção	Médio	Médio	Alto	Alto	I1	I2	I2	I3
16.23-4-00	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Fabricação de artefatos de tanoaria e de embalagens de madeira	Médio	Médio	Alto	Alto	I1	I2	I2	I3
16.29-3-01	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Fabricação de artefatos diversos de madeira, exceto móveis	Médio	Médio	Alto	Alto	I1	I2	I2	I3
16.29-3-02	FABRICAÇÃO DE PRODUTOS DE MADEIRA	Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.10-9-00	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de celulose e outras pastas para a fabricação de papel	Alto	Alto	Alto	Alto	I4	I4	I4	I4
17.21-4-00	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de papel	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.22-2-00	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de cartolina e papel-cartão	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.31-1-00	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de embalagens de papel	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.32-0-00	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de embalagens de cartolina e papel-cartão	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.33-8-00	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de chapas e de embalagens de papelão ondulado	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.41-9-01	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de formulários contínuos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.41-9-02	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.42-7-01	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de fraldas descartáveis	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.42-7-02	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de absorventes higiênicos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.42-7-99	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
17.49-4-00	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL	Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
18.11-3-01	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Impressão de jornais	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.11-3-02	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Impressão de livros, revistas e outras publicações periódicas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.12-1-00	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Impressão de material de segurança	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.13-0-01	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Impressão de material para uso publicitário	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.13-0-99	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Impressão de material para outros usos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.21-1-00	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Serviços de pré-impressão	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.22-9-01	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Serviços de encadernação e plastificação	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.22-9-99	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Serviços de acabamentos gráficos, exceto encadernação e plastificação	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.30-0-01	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Reprodução de som em qualquer suporte	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.30-0-02	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Reprodução de vídeo em qualquer suporte	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
18.30-0-03	IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES	Reprodução de software em qualquer suporte	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
19.10-1-00	FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS	Coquerias	Alto	Alto	Alto	Alto	I4	I4	I4	I4
19.21-7-00	FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS	Fabricação de produtos do refino de petróleo	Alto	Alto	Alto	Alto	I4	I4	I4	I4
19.22-5-01	FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS	Formulação de combustíveis	Alto	Alto	Alto	Alto	I4	I4	I4	I4
19.22-5-02	FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS	Rerrefino de óleos lubrificantes	Alto	Alto	Alto	Alto	I4	I4	I4	I4
19.22-5-99	FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS	Fabricação de outros produtos derivados do petróleo, exceto produtos do refino	Alto	Alto	Alto	Alto	I4	I4	I4	I4
